acquiring	Learning	LEARNING IS ACQUIRING
Force	Taxation	INCREASE IN TAXATION IS OCCURENCE OF SUDDEN DESTRUCTIVE NATURAL FORCE
Friendships	Alliances	ALLIANCES ARE FRIENDSHIPS
Front	Time	FUTURE IS AHEAD
Gambling	Evaluation	EDUCATIONAL EVALUATION IS GAMBLING
Game	Election	ELECTION IS A GAME
Game	Government	GOVERNMENT IS REFEREE
Hardness	difficulty	DIFFICULTY IS HARDNESS
Harm	Law	NEGATIVELY AFFECTING A LAW IS CAUSING HARM TO A PHYSICAL STRUCTURE
Harm	Poverty	POVERTY IS PHYSICAL HARM
Harm	Problem	SOCIAL PROBLEMS ARE PHYSICAL AFFLICTIONS
Harm	Problem	GUN VIOLENCE IS PHYSICAL HARM
Harm	Problem	GUN VIOLENCE IS A PHYSICAL AFFLICTION
Harm	Regulation	GOVERNMENT REGULATION IS SUFFOCATION
Harm	State	NEGATIVELY EVALUATED CONDITIONS ARE HARMFUL AGENTS
Harm	Taxation	TAXATION IS CAUSING HARM
Heat	Activity	INTENSITY OF ACTIVITY IS HEAT
Heat	Affection	AFFECTION IS WARMTH
Heat	Anger	ANGER IS THE HEAT OF FLUID IN A CONTAINER
Heat	Anger	ANGER IS HEAT
Heat	Desire	PASSION IS HEAT
Heat	Emotion	EMOTIONALLY INTENSE IS HOT
Heat	Emotion	EMOTIONAL INTENSITY IS TEMPERATURE
Heat	Sympathy	SYMPATHY IS WARMTH
Hunger	Desire	DESIRE IS HUNGER
Hunger	Greed	GREED IS HUNGER
Insanity	Anger	ANGER IS INSANITY
Investment	Taxation	TAXATION IS INVESTMENT
Journey	Activity	ACTIVITIES ARE JOURNEYS
Journey	Cancer	CANCER IS A JOURNEY
Journey	Life	LIFE IS A JOURNEY
Leadership	Government	GOVERNMENT IS A LEADER
Lightness	Goodness	GOODNESS IS LIGHT
Liquid	Category	IDEA SYSTEMS ARE FLUID MASSES
Liquid	Money	MONEY IS A LIQUID
Liquid	Resource	RESOURCE IS A LIQUID
Location	Opportunities	AIDS TO USING EDUCATIONAL OPPORTUNITIES ARE AIDS TO ACCESSING LOCATIONS ALONG A PATH
Location	Opportunities	OPPORTUNITIES ARE LOCATIONS
Location	Opportunities	INABILITY TO UTILIZE EDUCATIONAL OPPORTUNITY IS INABILITY TO ACCESS A LOCATION
Location	Opportunities	IMPEDIMENTS TO UTILIZING EDUCATIONAL OPPORTUNITIES IS OBSTACLES TO ACCESSING A LOCATION
Machine	Bureaucracy	WELL-FUNCTIONING BUREAUCRACY IS A SMOOTHLY FUNCTIONING MACHINE
Machine	Bureaucracy	NONFUNCTIONAL BUREAUCRACY IS A BROKEN MACHINE
Machine	Bureaucracy	BUREAUCRATS ARE MACHINE PARTS
Machine	Bureaucracy	BUREAUCRACY IS A MACHINE
Machine	Economy	ECONOMY IS A MACHINE
Machine	Institution	INSTITUTION IS A MACHINE
Machine	Mind	MIND IS A MACHINE
Machine	Nation	NATION IS A MACHINE
Machine	Organization	ORGANIZATION IS A MACHINE
Making	Creating	CREATING IS MAKING
Mass	Multiplex	MULTIPLICITY IS MASS
Measuring	Evaluation	ASSESSING IS MEASURING
Meeting	Democracy	DEMOCRACY IS A TOWN MEETING
Membership	Taxation	TAXES ARE DUES
Money	Time	TIME IS MONEY
Motion	Action	SEQUENCE OF ACTIONS IS A SEQUENCE OF MOVEMENTS
Motion	Action	GOVERNING ACTION IS MOTION
Motion	Action	EASE OF ACTION IS EASE OF MOTION ALONG A PATH
Motion	Action	ACTION IS SELF-PROPELLED MOTION ALONG A PATH
Motion	Action	ACTION IS MOTION ALONG A PATH
Motion	Action	ACTION IS MOTION
Motion	Curriculum	CURRICULUM IS A FIXED PATH
Motion	Life	PROGRESSING THROUGH LIFE IS MOVING ALONG A PATH
Motion	Life	LIFE IS A SEQUENCE OF MOTIONS
Motion	Life	DIFFICULTIES IN PROGRESSING THROUGH LIFE ARE IMPEDIMENTS TO MOTION ALONG A PATH
Motion	Time	TIME IS A LANDSCAPE THROUGH WHICH THE OBSERVER MOVES
Nurturance	Morality	MORAL AGENTS ARE NURTURING PARENTS
Nurturance	Morality	MORAL ACTION IS NURTURANCE
Object	Business	BUSINESSES ARE LIVING ENTITIES
Object	Career	CAREER IS A COMPLEX STRUCTURE
Object	Category	IDEA SYSTEMS ARE COMPLEX PHYSICAL SYSTEMS
Object	Company	COMPANY IS A COMPLEX STRUCTURE
Object	Debt	DEBT IS AN ORGANISM
Object	Economy	ECONOMY IS A COMPLEX STRUCTURE
Object	Education	EDUCATION IS COMPONENT OF BUILDING
Object	Education	EDUCATION IS AN OBJECT
Object	Emotion	EMOTIONS ARE OBJECTS
Object	Event	EVENTS ARE OBJECTS
Object	Force	FORCES ARE OBJECTS
Object	Idea	IDEAS ARE OBJECTS
Object	Ideology	POLITICAL IDEOLOGIES ARE LIVING ENTITIES
Object	Ideology	IDEOLOGIES ARE ORGANISMS
Object	Importance	IMPORTANCE IS WEIGHT
Object	Institution	INSTITUTION IS AN ORGANISM
Object	Institution	INSTITUTION IS A COMPLEX PHYSICAL OBJECT
Object	Law	LAWS ARE PHYSICAL STRUCTURES
Object	Law	LAWS ARE OBJECTS
Object	Law	LAWS ARE LIVING ENTITIES
Object	Mind	MIND IS A PHYSICAL STRUCTURE
Object	Nation	NATION IS AN OBJECT
Object	Nation	NATION IS A COMPLEX STRUCTURE
Object	Opportunities	OPPORTUNITIES ARE OBJECTS
Object	Organization	ORGANIZATION IS PHYSICAL STRUCTURE
Object	Organization	LIFE IS A COMPLEX STRUCTURE
Object	Power	LEGITIMATE POWER IS AN ENTRUSTED OBJECT
Object	Problem	SOCIAL PROBLEMS ARE ANIMATE ENTITIES
Object	Relationship	RELATIONSHIPS ARE PHYSICAL STRUCTURES
Object	Relationship	RELATIONSHIPS ARE OBJECTS
Object	Relationship	RELATIONSHIPS ARE COMPLEX STRUCTURES
Object	Rights	GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS DAMAGING A PHYSICAL STRUCTURE
Object	Rights	CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
Object	Society	SOCIETY IS A COMPLEX STRUCTURE
Object	Theory	THEORIES ARE COMPLEX STRUCTURES
Obscenity	Wealth	EXCESS WEALTH IS OBSCENE
Parasite	Corruption	CORRUPTION IS A TERMITE INFESTATION
Parasite	Government	GOVERNMENT IS A LEECH
Parasite	Impoverished	ENTITLEMENT HOLDERS ARE LEECHES
Partnership	Democracy	DEMOCRACY IS AN EQUAL PARTNERSHIP
paths	Action	MEANS ARE PATHS
Perception	Knowing	KNOWING IS PERCEIVING
Persistence	Erectness	PERSISTING IS REMAINING ERECT
Person	Action	GOVERNMENT IS A DRIVER
Person	Computer	COMPUTERS ARE PEOPLE
Person	Corporation	CORPORATIONS ARE PEOPLE
Person	Government	GOVERNMENT IS A SLAVE MASTER
Person	Government	GOVERNMENT IS A POLICEMAN
Person	Government	GOVERNMENT IS A PERSON
Person	Government	CITIZENS ARE EYES AND EARS
Person	Idea	IDEAS ARE PEOPLE
Person	Institution	INSTITUTIONS ARE PEOPLE
Person	Machine	MACHINES ARE PEOPLE
Person	Nation	NATION IS A PERSON
Person	Society	SOCIETY IS A PERSON
Person	Society	SOCIAL FUNCTIONING IS PHYSICAL HEALTH
Plants	Ideology	DEMOCRACY IS A PLANT
Plants	Law	LAWS ARE PLANTS
Plants	Organization	SOCIAL ORGANIZATIONS ARE PLANTS
Plants	Person	PEOPLE ARE PLANTS
Plants	Poverty	POVERTY IS A PLANT
pointing	Communication	COMMUNICATING IS POINTING
Portals	Opportunities	PREVENTING UTILIZATION OF EDUCATIONAL RESOURCES IS CLOSING A PORTAL
Portals	Opportunities	OPPORTUNITIES ARE PORTALS
Possession	Attribute	ATTRIBUTES ARE POSSESSIONS
Possession	Belief	BELIEFS ARE POSSESSIONS
Possession	Control	CONTROL IS A POSSESSION
Possession	Freedom	FREEDOM IS A VALUABLE POSSESSION
Possession	Group	GROUPS ARE POSSESSORS
Possession	Idea	IDEAS ARE POSSESSIONS
Possession	Life	LIFE IS A PRECIOUS POSSESSION
Possession	Power	POWER IS A POSSESSED OBJECT
Possession	Rights	ENJOYING A RIGHT IS POSSESSING AN OBJECT
Possession	Rights	CITIZEN RIGHTS ARE POSSESSIONS
Possession	wholes	WHOLES ARE POSSESSORS
Process	Action	ACTION IS BEING IN A LOCATION
Process	Existence	EXISTING IS BEING PHYSICALLY AT THIS LOCATION
Process	Happiness	HAPPY IS UP
Process	Health	SICKNESS IS DOWN
Process	Health	HEALTH IS UP
Process	Sadness	SAD IS DOWN
Process	Time	NOW IS HERE
Protecting	Rights	RIGHTS ARE SHIELDS FROM HARM
Protecting	Rights	CITIZEN RIGHTS ARE SHIELDS FROM HARM
Proximity	Agreement	AGREEMENT IS PHYSICAL PROXIMITY
Proximity	Intimacy	EMOTIONAL INTIMACY IS PHYSICAL PROXIMITY
Proximity	relatedness	RELATEDNESS IS PROXIMITY
Proximity	Similarity	DEGREE OF SIMILARITY IS DEGREE OF PROXIMITY
Punishment	Taxation	TAXATION IS PUNISHMENT
Purity	Morality	MORALITY IS PURITY
Race	Competition	COMPETITION IS A RACE
Race	Election	WINNING AN ELECTION IS WINNING A RACE
Race	Election	PHASE OF AN ELECTION IS LEG IN A RACE
Race	Election	LOSING AN ELECTION IS LOSING A RACE
Race	Election	ELECTION IS A RACE
Region	Activity	ACTIVITIES ARE BOUNDED REGIONS IN SPACE
Region	Category	CATEGORIES ARE BOUNDED REGIONS
Region	Control	CONTROL IS A BOUNDED REGION
Region	Nation	STATE OF NATION IS LOCATION ALONG PATH
Region	Relationship	RELATIONSHIP IS A BOUNDED REGION IN SPACE
Region	Similarity	SIMILARITY IS PROXIMITY
Relationship	Democracy	DEMOCRATIC DECISION-MAKING IS PARTNERSHIP DECISION-MAKING
Resource	Education	PROVIDE EDUCATIONAL OPPORTUNITY IS PROVIDING A RESOURCE
Resource	Education	EDUCATION IS A RESOURCE
Resource	Finance	FINANCIAL RESOURCES ARE PHYSICAL RESOURCES
Resource	Labor	LABOR IS A RESOURCE
resource	money	MONEY IS A RESOURCE
Resource	Nature	NATURE IS A RESOURCE
Resource	Time	TIME IS A RESOURCE
Resource	Wealth	WEALTH REDISTRIBUTION IS RESOURCE TRANSFER
Resource	Wealth	WEALTH IS A RESOURCE
Restraints	Law	LESSER DEGREE OF GUN CONTROL LEGISLATION IS WEAKER PHYSICAL RESTRAINT
Restraints	Law	LAWS ARE PHYSICAL RESTRAINTS
Restraints	Law	GUN CONTROL LEGISLATION IS PHYSICAL RESTRAINT
Scale	Wealth	WEALTH IS LINEAR SPATIAL SCALE
Scale	Wealth	INSURMOUNTABLE DIFFERENCES IN WEALTH IS BARRIER TO ACCESSING A LOCATION
Scale	Wealth	BEING WEALTHY IS BEING AT A HIGH LOCATION
Searching	Knowing	SEEKING KNOWLEDGE IS SEARCHING
Seeing	Evaluation	ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
Seeing	Evaluation	ABILITY TO EVALUATE IS ABILITY TO SEE
Seeing	Knowing	KNOWING IS SEEING
Seeing	Knowing	AID TO KNOWING IS A LIGHT SOURCE
Seeing	Knowing	ABILITY TO KNOW IS ABILITY TO SEE
Sentence	Idea	COMPLEX IDEAS ARE SENTENCES
Separation	Argument	DISAGREEMENT IS DIVISION
Servant	Government	GOVERNMENT IS A SERVANT
Servitude	Nation	CITIZENS ARE SLAVES
Servitude	Taxation	TAXATION IS SLAVERY
Shepherding	Government	GOVERNMENT IS A SHEPHERD
showing	Communication	COMMUNICATING IS SHOWING
showing	Communication	COMMUNICATING IS DRAWING A PICTURE
showing	Reasoning	PROVING IS SHOWING
Size	Importance	IMPORTANCE IS SIZE
Size	Poverty	AMOUNT OF POVERTY IS SIZE
Size	Problem	AMOUNT OF PROBLEM IS SIZE
Size	Quantity	QUANTITY IS SIZE
Size	Quantity	MORE IS BIG
Size	Quantity	LESS IS SMALL
Size	Quantity	EXCESS WEALTH IS LARGE GEOGRAPHIC FEATURES
Size	State	AMOUNT OF STATE IS SIZE OF OBJECT
Smelling	Perception	SENSING IS SMELLING
Space	Perception	NONVISUAL PERCEPTUAL SPACE IS PHYSICAL SPACE
Speaking	Voting	VOTING IS SPEAKING
Spelling	Communication	FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING
Straightness	Morality	MORALITY IS STRAIGHTNESS
Straightness	Morality	MORAL IS STRAIGHT
Straightness	Morality	IMMORAL IS CROOKED
Substance	Anger	ANGER IS PRESSURE IN A CONTAINER
Substance	Emotion	EMOTIONS ARE SUBSTANCES
Substance	Money	MONEY IS A SUBSTANCE
Substance	Quality	QUALITIES ARE SUBSTANCES
Substance	Time	TIME IS A SUBSTANCE
Substance	Wealth	WEALTH IS A SUBSTANCE
Support	help	HELP IS PHYSICAL SUPPORT
System	Nation	NATION IS A SYSTEM
Temperature	Emotion	EMOTIONALLY MILD IS EXPERIENCING MILD TEMPERATURE
Temperature	Emotion	EMOTIONALLY INDIFFERENT IS COLD
Territory	Rights	RIGHTS ARE TERRITORIES
Territory	Rights	CITIZEN RIGHTS ARE TERRITORIES
Textile	Marriage	MARRIAGE IS CLOTH
Theft	Taxation	TAXATION IS THEFT
Touching	Knowing	KNOWING IS TOUCHING
Touching	Seeing	SEEING IS TOUCHING
Trespassing	Rights	GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS INVADING A TERRITORY
Vehicle	Institution	INSTITUTION IS A VEHICLE
Vehicle	Nation	NATION IS A VEHICLE
War	Argument	ARGUMENT IS WAR
War	Causation	ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
War	Diplomacy	DIPLOMACY IS WAR
War	Election	WINNING AN ELECTION IS WINNING A WAR
War	Election	LOSING AN ELECTION IS LOSING A WAR
War	Election	ELECTION IS WAR
War	Problem	ADDRESSING GUN VIOLENCE IS WAGING WAR
Weed	Poverty	POVERTY IS A WEED
Weight	difficulty	DIFFICULTY IS HEAVINESS
wholeness	Morality	MORALITY IS WHOLENESS
Word	Idea	SIMPLE IDEAS ARE WORDS
Worship	Possession	GUNS ARE OBJECTS OF WORSHIP
Writing	Memorization	MEMORIZATION IS WRITING
